,id,State,Jurisdiction,AbbreviatedDistrict,ZoneAcres,FedStateAcres,MunicipalAcres,State_from_zoning,Jurisdiction_from_zoning,County,Abbreviated District Name,Full District Name,District Mapped,District Mapped But Extinct,Overlay,Type of Zoning District,Affordable Housing District,Elderly Housing District,1-Family Treatment,2-Family Treatment,3-Family Treatment,4+-Family Treatment,1-Family Min. Lot (ACRES),1-Family Front Setback (# of feet),1-Family Side Setback (# of feet),1-Family Rear Setback (# of feet),1-Family Max. Lot Coverage - Buildings (%),1-Family Max. Lot Coverage - Buildings & Impervious Surface (%),1-Family Min. # Parking Spaces,1-Family Max. Height (# of stories),1-Family Max. Height (# of feet),1-Family Floor to Area Ratio,1-Family Min. Unit Size (SF),2-Family Affordable Housing Only,2-Family Elderly Housing Only,2-Family Min. Lot (ACRES),2-Family Max. Density (UNITS/ACRE),2-Family Front Setback (# of feet),2-Family Side Setback (# of feet),2-Family Rear Setback (# of feet),2-Family Max. Lot Coverage - Buildings (%),2-Family Max. Lot Coverage - Buildings & Impervious Surface (%),2-Family Min. # Parking Spaces Per Studio or 1BR,2-Family Min. # Parking Spaces Per 2+ BR,2-Family Max. Height (# of stories),2-Family Max. Height (# of feet),2-Family Floor to Area Ratio,2-Family Min. Unit Size (SF),3-Family Affordable Housing Only,3-Family Elderly Housing Only,3-Family Min. Lot (ACRES),3-Family Max. Density (UNITS/ACRE),3-Family Front Setback (# of feet),3-Family Side Setback (# of feet),3-Family Rear Setback (# of feet),3-Family Max. Lot Coverage - Buildings (%),3-Family Max. Lot Coverage - Buildings & Impervious Surface (%),3-Family Min. # Parking Spaces Per Studio or 1BR,3-Family Min. # Parking Spaces Per 2+ BR,3-Family Connection to Sewer and/or Water Required,3-Family Connection or Proximity to Public Transit Required,3-Family Max. Height (# of stories),3-Family Max. Height (# of feet),3-Family Floor to Area Ratio,3-Family Min. Unit Size (SF),3-Family Max. # Bedrooms Per Unit,4+-Family Affordable Housing Only,4+-Family Elderly Housing Only,4+-Family Min. Lot (ACRES),4+-Family Max. Density (UNITS/ACRE),4+-Family Front Setback (# of feet),4+-Family Side Setback (# of feet),4+-Family Rear Setback (# of feet),4+-Family Max. Lot Coverage - Buildings (%),4+-Family Max. Lot Coverage - Buildings & Impervious Surface (%),4+-Family Min. # Parking Spaces Per Studio or 1BR,4+-Family Min. # Parking Spaces Per 2+ BR,4+-Family Connection to Sewer and/or Water Required,4+-Family Connection or Proximity to Public Transit Required,4+-Family Max. Height (# of stories),4+-Family Max. Height (# of feet),4+-Family Floor to Area Ratio,4+-Family Min. Unit Size (SF),4+-Family Max. # Bedrooms Per Unit,4+-Family Max. # Units Per Building,Affordable Housing (AH) Treatment,AH - Definition,AH - Elderly Housing Only,AH Min. Lot (ACRES),AH Max. Density (UNITS/ACRE),AH Min. # Parking Spaces Per Studio or 1BR,AH Min. # Parking Spaces Per 2+ BR,AH Connection to Sewer and/or Water Required,AH Connection or Proximity to Public Transit Required,AH Min. Unit Size (SF),AH Max. # Bedrooms Per Unit,AH Max. # Units Per  Building,Accessory Dwelling Unit (ADU) Treatment,ADU Employee or Family Occupancy Required,ADU Renter Occupancy Prohibited,ADU Owner Occupancy Required,ADU Elderly Housing Only,ADU Min. Lot (acres),ADU Min. # Parking Spaces (Additional to Main Unit),"ADU Restricted to Only Primary Structure (i.e., No Outbuildings like Garages)",ADU Max. Size (% of Main Unit),ADU Max. Size (SF),ADU Max. # Bedrooms Per Unit,Planned Residential Development (PRD) Treatment,Mobile or Manufactured Home Park (Y/N),PRD Min. Lot (Acres),PRD Max. Density (Units/Acre),PRD Max. # Units Per Development,Special Notes,Tooltip Notes,AduMaxSizeLimit,1MUS,2MUS,3MUS,4MUS,MUS,1MLS,2MLS,3MLS,4MLS,1E,2E,3E,4E,AEld,PK
129,HI--HONOLULU--C,HI,Honolulu,C,3254.3990027566733,94.00498752115087,3160.3940152355226,HI,Honolulu,Honolulu,C,C Country,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,1,15,10,10,"25%, for nonagricultural structures","None, ""Building area"" includes ""all-weather surfaces"", which are basically roads or concrete pads for building on, but do not include all impervious surfaces","Excluding carport or garage areas: 
2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",,"Baseline: 15 ft    

If w/ height setbacks:  25 ft, set back from every side
and rear buildable area boundary line one foot for each two feet of additional height above 15 feet 

Except if lot has a slope of 15 degrees or greater, in which case the maximum height varies from 20 feet at the edge of the buildable area along to up to 30 feet along a line measured 60 degrees from the horizontal top of the 20 foot heigh.",None,None,No,No,1.0,,15,10,10,"25%, for nonagricultural structures","None, ""Building area"" includes ""all-weather surfaces"", which are basically roads or concrete pads for building on, but do not include all impervious surfaces","Excluding carport or garage areas: 
2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet",,,"Baseline: 15 ft    

If w/ height setbacks:  25 ft, set back from every side
and rear buildable area boundary line one foot for each two feet of additional height above 15 feet 

Except if lot has a slope of 15 degrees or greater, in which case the maximum height varies from 20 feet at the edge of the buildable area along to up to 30 feet along a line measured 60 degrees from the horizontal top of the 20 foot heigh.",None,None,No,No,3,1,10/dwelling lot,5/dwelling lot,5/dwelling lot,"25%, for nonagricultural structures","None, ""Building area"" includes ""all-weather surfaces"", which are basically roads or concrete pads for building on, but do not include all impervious surfaces",specified in the approval of the country cluster (PRD) plan,specified in the approval of the country cluster (PRD) plan,Yes,No,,"Baseline: 15 ft    

If w/ height setbacks:  25 ft, set back from every side
and rear buildable area boundary line one foot for each two feet of additional height above 15 feet 

Except if lot has a slope of 15 degrees or greater, in which case the maximum height varies from 20 feet at the edge of the buildable area along to up to 30 feet along a line measured 60 degrees from the horizontal top of the 20 foot heigh.",None,None,None,No,No,3,1,10/dwelling lot,5/dwelling lot,5/dwelling lot,"25%, for nonagricultural structures","None, ""Building area"" includes ""all-weather surfaces"", which are basically roads or concrete pads for building on, but do not include all impervious surfaces",specified in the approval of the country cluster (PRD) plan,specified in the approval of the country cluster (PRD) plan,Yes,No,,"Baseline: 15 ft    

If w/ height setbacks:  25 ft, set back from every side
and rear buildable area boundary line one foot for each two feet of additional height above 15 feet 

Except if lot has a slope of 15 degrees or greater, in which case the maximum height varies from 20 feet at the edge of the buildable area along to up to 30 feet along a line measured 60 degrees from the horizontal top of the 20 foot heigh.",None,None,None,4,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,No,No,Yes,No,0.0803,"1, unless ADU is w/in one half-mile of a rail transit station, in which case, 0",No,,"400 for lots under 5000 square feet
800 for lots of or over 5000 square feet",None,Allowed/Conditional,No,3.0,1.0,None,,,True,True,True,True,True,True,D,D,E,E,No,No,No,No,No,"Excluding carport or garage areas: 
2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet for 1-family; Excluding carport or garage areas: 
2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet for 2-family (per studio/1br); specified in the approval of the country cluster (PRD) plan for 3-family (total); specified in the approval of the country cluster (PRD) plan for 3-family (per studio/1br); specified in the approval of the country cluster (PRD) plan for 4+ family (total); specified in the approval of the country cluster (PRD) plan for 2+ family (per studio/1br)"
130,HI--HONOLULU--F1,HI,Honolulu,F-1,38575.721199963766,37009.83136559948,1565.8898343642868,HI,Honolulu,Honolulu,F-1,F-1 Preservation - Military and federal,Yes,No,No/tbd,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
131,HI--HONOLULU--I1,HI,Honolulu,I-1,234.47831372824464,6.746548061852903,227.73176566639174,HI,Honolulu,Honolulu,I-1,I-1 Industrial - Limited,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,,1 per unit plus any required by business type,None,,None,None,Prohibited,,,,,,,True,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
132,HI--HONOLULU--I2,HI,Honolulu,I-2,6134.37940320972,2844.5451051090995,3289.834298100621,HI,Honolulu,Honolulu,I-2,I-2 Industrial - Intensive,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,,1 per unit plus any required by business type,None,,None,None,Prohibited,,,,,,,True,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
133,HI--HONOLULU--I3,HI,Honolulu,I-3,896.2039422690839,712.7582770263072,183.44566524277673,HI,Honolulu,Honolulu,I-3,I-3 Industrial - Waterfront,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,,1 per unit plus any required by business type,None,,None,None,Prohibited,,,,,,,True,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
134,HI--HONOLULU--IMX1,HI,Honolulu,IMX-1,1178.9601128969475,116.97821231107916,1061.9819005858683,HI,Honolulu,Honolulu,IMX-1,IMX-1 Industrial-Commercial Mixed Use,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,,1 per unit plus any required by business type,None,,None,None,Prohibited,,,,,,,True,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
135,HI--HONOLULU--KAK,HI,Honolulu,Kak,618.2401771471698,232.43708294541736,385.8030942017524,HI,Honolulu,Honolulu,Kak,KAK State Jurisdiction: Kakaako Community Development (Admin. by HCDA),Yes,Yes,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.22956841,,,,,,,,,,,No,No,0.22956841,,,,,,,,,,,,,No,No,0.22956841,,,,,,,,,,,,,,,,No,No,0.22956841,,,,,,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,B,B,B,B,No,No,No,No,No,
136,HI--HONOLULU--MU,HI,Honolulu,MU,1.1619341793423885,0.0,1.1619341793423885,HI,Honolulu,Honolulu,MU,MU Mixed Use Precinct (Kakaako Special Design District),Yes,Yes,No,Mixed with Residential,No,No,Prohibited,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.22956841,,,,,,,,,,,No,No,0.22956841,,,,,,,,,,,,,No,No,0.22956841,,,,,,,,,,,,,,,,No,No,0.22956841,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,B,B,B,B,No,No,No,No,No,
137,HI--HONOLULU--P1,HI,Honolulu,P-1,157479.85908275083,92168.13523907348,65311.72384367735,HI,Honolulu,Honolulu,P-1,P-1 Preservation - Restricted,Yes,No,No/tbd,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
138,HI--HONOLULU--P2,HI,Honolulu,P-2,17135.974633756032,8465.883557325367,8670.091076430665,HI,Honolulu,Honolulu,P-2,P-2 Preservation - General,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,,"1, unless ADU is w/in one half-mile of a rail transit station",No,,1000,None,Prohibited,,,,,,,True,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
139,HI--HONOLULU--PU,HI,Honolulu,PU,7.407573162348636,7.3795719942737374,0.028001168074898608,HI,Honolulu,Honolulu,PU,PU Public Use Precinct (Kakaako Special Design District),Yes,Yes,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
140,HI--HONOLULU--PUB,HI,Honolulu,Pub,259.2357524132032,116.85006522583089,142.38568718737233,HI,Honolulu,Honolulu,Pub,PUB Public Precinct (Waikiki Special District),Yes,Yes,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
141,HI--HONOLULU--R10,HI,Honolulu,R-10,5022.720706190393,339.8758682787154,4682.844837911677,HI,Honolulu,Honolulu,R-10,R-10 Residential,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.23,,,,50% of zoning area,75% of zoning area,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",,25-30 ft,0.6 / without extra standards needed,,No,No,0.344,,,,,50% of zoning area,75% of zoning area,"2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet","1 per 1,000sqft",25-30,25-30 ft squared,0.6 / without extra standards needed,,,,,,,,,,,less than 600 ft. 1 less than 800 ft. 1.5 anything more 3,less than 600 ft. 1 less than 800 ft. 1.5 anything more 4,,,,,,,,,,,,,,,,,less than 600 ft. 1 less than 800 ft. 1.5 anything more 3,less than 600 ft. 1 less than 800 ft. 1.5 anything more 4,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,3500,1,,,400 / 800,,,,,,,,,True,False,False,False,False,False,B,B,A,A,No,No,No,No,No,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet for 1-family; 1 per 1,000sqft for 2-family (total); 2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet for 2-family (per studio/1br); less than 600 ft. 1 less than 800 ft. 1.5 anything more 4 for 3-family (total); less than 600 ft. 1 less than 800 ft. 1.5 anything more 3 for 3-family (per studio/1br); less than 600 ft. 1 less than 800 ft. 1.5 anything more 3 for 4+ family (total); less than 600 ft. 1 less than 800 ft. 1.5 anything more 4 for 2+ family (per studio/1br)"
142,HI--HONOLULU--R20,HI,Honolulu,R-20,521.1701485852417,3.40019826967088,517.7699503155708,HI,Honolulu,Honolulu,R-20,R-20 Residential,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.459,,,,50% of zoning area,75% of zoning area,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",,25-30 ft,0.6 / without extra standards needed,,No,No,0.574,,,,,50% of zoning area,75% of zoning area,"2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet","1 per 1,000sqft",25-30,25-30 ft squared,0.6 / without extra standards needed,,,,,,,,,,,less than 600 ft. 1 less than 800 ft. 1.5 anything more 2,less than 600 ft. 1 less than 800 ft. 1.5 anything more 3,,,,,,,,,,,,,,,,,less than 600 ft. 1 less than 800 ft. 1.5 anything more 2,less than 600 ft. 1 less than 800 ft. 1.5 anything more 3,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,3500,1,,,400 / 800,,,,,,,,,True,False,False,False,False,False,B,C,A,A,No,No,No,No,No,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet for 1-family; 1 per 1,000sqft for 2-family (total); 2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet for 2-family (per studio/1br); less than 600 ft. 1 less than 800 ft. 1.5 anything more 3 for 3-family (total); less than 600 ft. 1 less than 800 ft. 1.5 anything more 2 for 3-family (per studio/1br); less than 600 ft. 1 less than 800 ft. 1.5 anything more 2 for 4+ family (total); less than 600 ft. 1 less than 800 ft. 1.5 anything more 3 for 2+ family (per studio/1br)"
143,HI--HONOLULU--R3.5,HI,Honolulu,R-3.5,1735.270615806531,248.61258767746585,1486.658028129065,HI,Honolulu,Honolulu,R-3.5,R-3.5 Residential,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.08,,,,50% of zoning area,75% of zoning area,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",,25-30 ft,0.6 / without extra standards needed,,No,No,0.161,,,,,50% of zoning area,75% of zoning area,"2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet","1 per 1,000sqft",25-30,25-30 ft squared,0.6 / without extra standards needed,,,,,,,,,,,less than 600 ft. 1 less than 800 ft. 1.5 anything more 6,less than 600 ft. 1 less than 800 ft. 1.5 anything more 7,,,,,,,,,,,,,,,,,less than 600 ft. 1 less than 800 ft. 1.5 anything more 6,less than 600 ft. 1 less than 800 ft. 1.5 anything more 7,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,3500,1,,,400 / 800,,,,,,,,,True,False,False,False,False,False,B,B,A,A,No,No,No,No,No,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet for 1-family; 1 per 1,000sqft for 2-family (total); 2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet for 2-family (per studio/1br); less than 600 ft. 1 less than 800 ft. 1.5 anything more 7 for 3-family (total); less than 600 ft. 1 less than 800 ft. 1.5 anything more 6 for 3-family (per studio/1br); less than 600 ft. 1 less than 800 ft. 1.5 anything more 6 for 4+ family (total); less than 600 ft. 1 less than 800 ft. 1.5 anything more 7 for 2+ family (per studio/1br)"
144,HI--HONOLULU--R5,HI,Honolulu,R-5,26875.21810565223,3383.6052135142745,23491.612892137957,HI,Honolulu,Honolulu,R-5,R-5 Residential,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.115,,,,50% of zoning area,75% of zoning area,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",,25-30 ft,0.6 / without extra standards needed,,No,No,0.172,,,,,50% of zoning area,75% of zoning area,"2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet","1 per 1,000sqft",25-30,25-30 ft squared,0.6 / without extra standards needed,,,,,,,,,,,less than 600 ft. 1 less than 800 ft. 1.5 anything more 5,less than 600 ft. 1 less than 800 ft. 1.5 anything more 6,,,,,,,,,,,,,,,,,less than 600 ft. 1 less than 800 ft. 1.5 anything more 5,less than 600 ft. 1 less than 800 ft. 1.5 anything more 6,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,3500,1,,,400 / 800,,,,,,,,,True,False,False,False,False,False,B,B,A,A,No,No,No,No,No,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet for 1-family; 1 per 1,000sqft for 2-family (total); 2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet for 2-family (per studio/1br); less than 600 ft. 1 less than 800 ft. 1.5 anything more 6 for 3-family (total); less than 600 ft. 1 less than 800 ft. 1.5 anything more 5 for 3-family (per studio/1br); less than 600 ft. 1 less than 800 ft. 1.5 anything more 5 for 4+ family (total); less than 600 ft. 1 less than 800 ft. 1.5 anything more 6 for 2+ family (per studio/1br)"
145,HI--HONOLULU--R7.5,HI,Honolulu,R-7.5,6351.118680250776,510.07678232951207,5841.0418979212645,HI,Honolulu,Honolulu,R-7.5,R-7.5 Residential,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.172,,,,50% of zoning area,75% of zoning area,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",,25-30 ft,0.6 / without extra standards needed,,No,No,0.321,,,,,50% of zoning area,75% of zoning area,"2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet","1 per 1,000sqft",25-30,25-30 ft squared,0.6 / without extra standards needed,,,,,,,,,,,less than 600 ft. 1 less than 800 ft. 1.5 anything more 4,less than 600 ft. 1 less than 800 ft. 1.5 anything more 5,,,,,,,,,,,,,,,,,less than 600 ft. 1 less than 800 ft. 1.5 anything more 4,less than 600 ft. 1 less than 800 ft. 1.5 anything more 5,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,3500,1,,,400 / 800,,,,,,,,,True,False,False,False,False,False,B,B,A,A,No,No,No,No,No,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet for 1-family; 1 per 1,000sqft for 2-family (total); 2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet for 2-family (per studio/1br); less than 600 ft. 1 less than 800 ft. 1.5 anything more 5 for 3-family (total); less than 600 ft. 1 less than 800 ft. 1.5 anything more 4 for 3-family (per studio/1br); less than 600 ft. 1 less than 800 ft. 1.5 anything more 4 for 4+ family (total); less than 600 ft. 1 less than 800 ft. 1.5 anything more 5 for 2+ family (per studio/1br)"
146,HI--HONOLULU--RESMIX,HI,Honolulu,ResMix,207.53122079649236,12.761642542533918,194.76957825395846,HI,Honolulu,Honolulu,ResMix,RESMIX Resort Mixed Use Precinct (Waikiki Special District),Yes,Yes,No,Mixed with Residential,No,No,Prohibited,Prohibited,Allowed/Conditional,Allowed/Conditional,,,,,,,1 per dwelling or lodging unit,,,,,,,,,,,,,,1 per dwelling or lodging unit,,,,,,No,No,0.23,,,,,,,,,,,,,,,,No,No,0.23,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,A,A,B,B,No,No,No,No,No,1 per dwelling or lodging unit for 1-family; 1 per dwelling or lodging unit for 2-family (per studio/1br)
